PuzzleId,FEN,Moves,Rating,Themes
X6ZT0,2r1k2r/1b2bppp/p4n2/2nqB3/1p6/8/PPBNN1PP/R2Q1RK1 w k - 0 18,e5f6 d5g2,978,kingsideAttack mate mateIn1 middlegame oneMove
nrnKd,r4rk1/pb3ppp/1p2pn2/8/3n4/1QB3P1/PP1NRPKP/5R2 w - - 1 18,g2g1 d4e2,978,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
FZSxl,8/8/7p/2Q1kpp1/5p2/2P5/1P4K1/2q5 b - - 7 53,e5e4 c5d4,979,endgame mate mateIn1 oneMove queenEndgame
Z4vaU,r4k1R/pbpq4/1pn1p3/4P3/3P4/2PB4/PP3P2/2K4R b - - 1 26,f8e7 h1h7,979,mate mateIn1 middlegame oneMove
wsTMo,8/pR2Rp2/6pk/8/b4PKP/6P1/P6r/6b1 w - - 7 42,e7f7 a4d1,979,endgame mate mateIn1 oneMove
Hr7Ub,1k6/6pp/PP6/2r1K3/4P1P1/3r4/8/RR6 w - - 1 46,e5f4 g7g5,980,endgame mate mateIn1 oneMove rookEndgame
iVOoR,1rb3r1/p1kn3p/1p2p3/2P2p2/5P2/P1N2B1P/2PR4/2K4R b - - 0 23,d7c5 c3b5,980,mate mateIn1 middlegame oneMove
C4F8F,3Q2K1/R7/6pk/2q5/2p5/8/8/8 b - - 10 61,c5a7 d8h4,981,endgame mate mateIn1 oneMove queenEndgame
ff2gN,1R3rk1/5ppp/3Q1n2/8/4p1q1/3pP1P1/r5P1/4RN1K b - - 1 28,a2a8 d6f8,981,mate mateIn1 middlegame oneMove
uIejm,r2qr1k1/1pp2ppp/3p4/p2P2b1/8/8/PPPQ1PPP/R1B1R1K1 w - - 2 16,d2g5 e8e1,981,backRankMate hangingPiece mate mateIn1 middlegame oneMove
N4E6d,r1bk1b1r/p2pq1pp/2pN1p2/4B3/5P2/8/PPPQ2PP/R3KB1R b KQ - 3 12,f6e5 d2a5,982,mate mateIn1 middlegame oneMove
q7LEG,r2q4/2r2Qbk/b2p2pp/1p1Pp1N1/1R2P1P1/P5N1/5PK1/5R2 b - - 6 31,h6g5 f1h1,982,mate mateIn1 middlegame oneMove
DvkTh,4R3/1b4pk/r1qP1p1p/1nP5/5P2/4Q2P/R5P1/6K1 w - - 2 32,a2a6 c6g2,983,endgame master mate mateIn1 oneMove
TPN6Z,8/3P3p/1R3p2/8/k1K5/1p6/8/3r4 b - - 2 50,d1d7 b6a6,983,endgame mate mateIn1 oneMove rookEndgame
zvaQ5,3r1rk1/1p2pp2/p3q1pQ/2p5/P6R/3P1P1P/5PK1/8 b - - 5 31,e6f6 h6h7,983,endgame mate mateIn1 oneMove
QU3zH,2r3k1/p4rpp/1q3b2/3BR3/2Q5/1P4P1/P6P/5R1K b - - 4 28,c8c4 e5e8,984,mate mateIn1 middlegame oneMove pin
qHNuY,3r1bk1/ppp2p2/5rp1/1PPp4/P2PpPBp/R3n1q1/3N4/2BQ1R1K w - - 0 31,d2e4 g3g2,984,master mate mateIn1 middlegame oneMove
78LH0,k3rb1r/p1B2ppp/Q1p1p3/8/3Pq3/1KR4P/PP3P2/8 b - - 5 24,e4d4 a6c6,985,mate mateIn1 middlegame oneMove queensideAttack
T57ze,3r1kr1/p1Q2p2/5P2/4p3/7p/7B/Pq3bPP/5R1K b - - 3 35,b2b6 c7e7,985,mate mateIn1 middlegame oneMove
kld76,6r1/pppq1p1k/3p1BrQ/4p1P1/2B1P3/3P1P2/PbP3P1/R3K2R b KQ - 0 19,g6h6 h1h6,985,mate mateIn1 middlegame oneMove pillsburysMate
Bpu52,r3k2r/pp2bpp1/3qpnp1/3p2B1/3P2P1/8/PPP1NP1P/R2Q1RK1 w kq - 2 14,c2c3 d6h2,986,kingsideAttack mate mateIn1 middlegame oneMove
WOUhn,rn1qk2r/pppbp1bN/5p2/7p/2pP4/2N2P2/PPB3P1/R1BQK3 b Qkq - 0 13,h5h4 c2g6,986,mate mateIn1 oneMove opening
ktbmL,r1b2rk1/ppp2Npp/1b6/3Nn3/2B5/8/PPP3PP/3R1R1K b - - 0 18,e5c4 d5e7,986,mate mateIn1 middlegame oneMove
8THzT,3r1rk1/pp2q3/3p3Q/5p2/2P1P1P1/5P1R/PPP4P/7K b - - 0 30,e7f6 h6h7,987,endgame mate mateIn1 oneMove
bWOm2,3r4/3qrp1k/1p3QpP/p7/2B2R2/PP4P1/3p1P1K/8 b - - 8 43,d2d1q f6g7,987,mate mateIn1 middlegame oneMove
vPYml,r2k4/1pR3p1/p3bn2/4prN1/1P5P/P3P1P1/5PK1/2R5 b - - 4 34,f6e8 g5e6,987,cornerMate hangingPiece mate mateIn1 middlegame oneMove
Rci2f,rn2r1k1/p4ppp/2pb1P2/1p1b4/3P4/3BBN1P/1qPKQP2/3R3R w - - 0 17,f6g7 d6b4,988,master mate mateIn1 middlegame oneMove
gE67V,r2qkb1r/1bp1pppp/pn6/1p1nN3/8/1BN5/PPPP1PPP/R1BQ1RK1 b kq - 1 9,d5c3 b3f7,988,attackingF2F7 master mate mateIn1 oneMove opening
00fZM,5rk1/1q3r1p/3p2RQ/3p4/3B4/2P2P2/P5PP/6K1 b - - 0 30,h7g6 h6h8,989,endgame mate mateIn1 oneMove
GreGl,7k/R5p1/4qbQ1/1pp2r1p/8/2P5/PP2rPPP/5RK1 b - - 0 26,f6d8 g6g7,989,mate mateIn1 middlegame oneMove
WTb0i,2kr4/ppp2pp1/3p3r/4p2p/Q1P1P1n1/3PNB2/PP3P1q/R3R1K1 w - - 1 18,g1f1 h2f2,989,mate mateIn1 middlegame oneMove
04tyZ,5k2/p7/1p1Q4/1P1p2p1/P2b2q1/2p4p/2B2P1P/5K2 b - - 3 49,f8e8 c2g6,990,balestraMate endgame mate mateIn1 oneMove
GOyuK,4qk2/pp2b1p1/2p1Q1P1/2P5/1P3P2/P3PK2/3r4/7R b - - 1 32,e7f6 h1h8,990,endgame mate mateIn1 oneMove
cZ7iL,k2rb3/1RRn2p1/3p4/2pP4/4P1Bb/8/PPP2p2/5K2 b - - 7 47,d8b8 b7a7,990,mate mateIn1 middlegame oneMove
wl0oU,r1r5/1b2ppkp/3p2p1/3pP2P/3P4/pPq2N2/K1PQ1PP1/2R4R w - - 3 25,h5g6 c3b2,990,mate mateIn1 middlegame oneMove
Pg8RH,r1bq1rk1/pp2pp1p/3p2p1/2pPb3/2P1PnP1/2N4P/PP1B1P2/R2QKB1R w KQ - 1 12,c3e2 f4d3,991,mate mateIn1 middlegame oneMove smotheredMate
oTo3h,k2r4/p4Q1p/4p1p1/4q3/8/6PP/1R3P1K/1R2r3 b - - 0 33,e1b1 f7b7,991,endgame master mate mateIn1 oneMove
9fLji,2r3k1/5pp1/p6p/1p5q/4QB2/1P4P1/P1r4P/4RRK1 w - - 5 31,e4f3 h5h2,992,mate mateIn1 middlegame oneMove
SrZkh,3r1r1k/pbp5/1p2p1Rp/4q3/2p3R1/8/PP2N3/2K5 b - - 3 27,e5e2 g6h6,992,endgame mate mateIn1 oneMove
uRGLE,r2qkb1r/pb3ppp/5n2/n1p1p1N1/4B3/5Q2/PPPP1PPP/RNB1K2R b KQkq - 1 10,f6e4 f3f7,992,attackingF2F7 mate mateIn1 oneMove opening
c8vMs,r4rk1/5p1p/1p2nQpP/p2pB3/3P4/4qRK1/6P1/8 b - - 3 42,e3h6 f6h8,993,mate mateIn1 middlegame oneMove
xpp8i,r2qk1nr/pQ3pbp/6p1/2p1p3/2Bp1P2/1PP4P/P2P2P1/RN2K2R b KQkq - 0 12,a8c8 b7f7,993,attackingF2F7 master mate mateIn1 middlegame oneMove
DzWjr,7r/4b2P/4N1k1/pp6/n1p5/2P3R1/P1PB4/1K6 b - - 3 43,g6h7 g3g7,994,endgame mate mateIn1 oneMove pillsburysMate
ZzRMP,8/p2Q4/1pN3pk/1P2b2p/4Pq2/8/P6P/7K w - - 10 48,c6e5 f4f1,994,endgame mate mateIn1 oneMove
0YvvV,r2qr2k/ppp2R2/6Q1/8/6b1/P7/1PP1n1PP/R6K b - - 1 19,d8h4 g6g7,995,mate mateIn1 middlegame oneMove
Jbmqk,4rkR1/p4p2/1p5p/2p4n/8/1PQ1q2P/PB5K/8 b - - 2 31,f8g8 c3h8,995,endgame mate mateIn1 oneMove
aU2Rx,r1bq1r2/pp2npp1/2n1N1k1/3pP3/3P2Q1/8/PP1b1PPP/RN3RK1 b - - 0 13,g6h7 g4g7,995,mate mateIn1 oneMove opening
xcZFZ,5rk1/p5p1/2p1p3/2PpQ1R1/P1bP3q/8/6P1/1R3rK1 w - - 2 29,b1f1 f8f1,995,endgame mate mateIn1 oneMove operaMate
WPjeM,2r2rk1/pp3p1p/5RPQ/2q2B2/8/2P5/P1P3P1/5b1K b - - 0 26,c5e7 h6h7,996,master mate mateIn1 middlegame oneMove
rHXi1,8/3n1kp1/1pN5/3p4/3P1p2/1BP2Pn1/PP5r/1R2K3 w - - 9 37,b1d1 h2e2,996,endgame mate mateIn1 oneMove
Hf7WR,r1bqkb1r/ppp2ppp/5n2/4P3/8/2p2Q2/PPP2PPP/R3KBNR w KQkq - 0 9,e5f6 d8d2,997,mate mateIn1 middlegame oneMove
dPlN2,r3k2r/ppp2pp1/3p3p/2b1n3/2B2Pbq/2N2Q1P/PP4P1/R1B1RK2 w kq - 5 15,f3g4 h4f2,997,mate mateIn1 middlegame oneMove
u1YrS,2rqkb1r/pp2ppp1/2n2np1/4N3/3P4/1Q6/PP3PPP/R1B1K2R b KQk - 1 13,c6d4 b3f7,997,attackingF2F7 mate mateIn1 oneMove opening
FhRiX,3r2k1/pp2Qp1P/1qpp4/4p1p1/3nP3/3P4/1P2n1P1/1K1R3R b - - 0 28,g8h8 e7f6,998,mate mateIn1 middlegame oneMove
gKR7A,r1b2rk1/ppp2ppp/8/8/2B2bnq/2PPB2P/PP3PP1/RN1QRK2 w - - 5 15,e3f4 h4f2,998,master mate mateIn1 oneMove opening
4aWtT,1br2rk1/ppqn1ppp/2p2n2/3pN1Bb/3P4/2PB3P/PPQN1PP1/R4RK1 w - - 8 14,e5d7 c7h2,999,mate mateIn1 middlegame oneMove
iShO1,r2qkb1r/ppp1pppp/5n2/4N3/2B3b1/2N5/PP1P1PPP/R1BQK2R b KQkq - 0 8,g4d1 c4f7,999,attackingF2F7 mate mateIn1 oneMove opening
KS7SK,r4r1k/3n1p1p/b2p2pQ/8/3NP1P1/pPq2P2/P1P1B2P/1K1R3R w - - 1 22,e2a6 c3b2,1000,mate mateIn1 middlegame oneMove
5y5Iy,r2q1rk1/5p2/7p/2P3pn/4p3/2Q4N/bB3PPP/1B3RK1 b - - 1 24,a2b1 c3h8,1001,mate mateIn1 middlegame oneMove
xVKjd,r2q1b1r/pp2k1pp/4bB2/1B2Q3/3pN3/8/PP3PPP/R3K2R b KQ - 0 15,g7f6 e5f6,1001,mate mateIn1 middlegame oneMove
2RHVw,5rk1/p3Q2p/1p4p1/3q4/8/2Br3P/PPn2PP1/R3R1K1 b - - 6 33,c2a1 e7g7,1003,mate mateIn1 middlegame oneMove
4zzab,4rb1k/6p1/1n1pBq1p/5P2/p1P5/1P4Q1/P5RK/6R1 w - - 0 44,g3g6 f6h4,1004,mate mateIn1 middlegame oneMove
twa4M,r1b1k2r/pp1p1ppp/4p3/3P4/3qn3/1P6/P2N1PPP/2RQKB1R w Kkq - 2 15,d5e6 d4f2,1004,attackingF2F7 mate mateIn1 middlegame oneMove
lWPuz,r1bqkb1r/ppp2p1p/2n3p1/7Q/2ppN3/8/PPP2PPP/RNB1R1K1 b kq - 0 9,g6h5 e4f6,1005,discoveredCheck doubleCheck epauletteMate mate mateIn1 oneMove opening
bpfFr,5rk1/p1q3pp/8/1Qb2p2/1P2p1n1/8/P1PP1PPP/R1B2RK1 w - - 0 21,h2h3 c7h2,1006,mate mateIn1 middlegame oneMove
8KObn,2rqkbnr/Q4ppp/2b5/4N3/3Pp3/6P1/PP3PBP/nNB2RK1 b k - 1 14,g8f6 a7f7,1007,attackingF2F7 master mate mateIn1 oneMove opening
FwHa3,rnb2r2/pp1nqpp1/4N1k1/3pP3/5PQ1/2p5/PPP3PP/R3K2R b KQ - 0 13,g6h7 g4g7,1008,mate mateIn1 middlegame oneMove
5dPGn,8/6Pq/1k1r4/3pNpQ1/1P1P1P2/4P1R1/5RK1/3b3r w - - 3 57,f2f1 h7h2,1009,master masterVsMaster mate mateIn1 middlegame oneMove
iA1Jq,2r4r/pp3Q1p/8/1P4pk/1B1P4/4PP2/P7/3K2Nq b - - 1 54,h5h4 b4e1,1009,endgame mate mateIn1 oneMove
MFdyC,r4rk1/pb3ppp/1p1bP3/2p4q/2PnB3/5N2/PP2QPPP/R1B2RK1 w - - 5 14,f3d4 h5h2,1010,kingsideAttack mate mateIn1 middlegame oneMove
0nqfN,r3kbnr/pp3ppp/8/3BN1B1/4P3/3P4/PP2KPbP/n5NR b kq - 0 13,g2h1 d5f7,1011,attackingF2F7 mate mateIn1 middlegame oneMove
vljRI,8/p5Qp/2p2p2/3p2k1/P2P4/1P2p2P/5q2/7K b - - 5 42,g5f4 g7g4,1011,endgame mate mateIn1 oneMove queenEndgame
MQQrn,r2qkbnr/pp3ppp/8/4P3/3n4/2N2b2/PPPP2PP/R1BQKB1R w KQkq - 0 8,g2f3 d8h4,1012,mate mateIn1 oneMove opening
3kNDW,r2qkb1r/pp1bnp1p/2np2p1/1BpN4/5P2/5N2/PPPP2PP/R1BQR1K1 b kq - 3 10,d7e6 d5f6,1013,master mate mateIn1 oneMove opening
iNgri,r2q3k/pp3rRp/2p2P1Q/3p4/3P4/1P6/1PP1N1PP/6K1 b - - 4 27,d8f8 h6h7,1013,endgame kingsideAttack mate mateIn1 oneMove
ariIk,7r/1R3p2/2ppk3/4p3/P1Pb4/3P1QPq/5PK1/5R2 w - - 2 31,g2g1 h3h2,1014,endgame mate mateIn1 oneMove
LIpFq,r3kb1r/3b1ppp/p7/3Qp3/4P3/P3q3/1PP3PP/R4R1K b kq - 1 19,a8d8 d5f7,1015,attackingF2F7 mate mateIn1 middlegame oneMove
RowxW,r4rk1/ppp2pb1/2n1p1p1/3pP1q1/3P2P1/2PB3Q/PP3P2/RN2K2R b KQ - 1 16,c6e5 h3h7,1016,mate mateIn1 middlegame oneMove
WFqIp,r6k/p1R4p/3p1qpQ/2b1n3/8/7P/P5P1/7K b - - 0 32,e5d3 h6h7,1017,endgame mate mateIn1 oneMove
NFMDS,r3r1k1/pb2nppp/2q5/1pP5/8/6P1/PP1B1P1P/RN1QRBK1 w - - 1 19,b1c3 c6h1,1018,mate mateIn1 middlegame oneMove
8qZKJ,2r1k1nr/pp1bppbp/2np2p1/1B6/1N1PP3/4BN2/P4PPP/2R1K2R b Kk - 5 12,c6b4 c1c8,1019,mate mateIn1 middlegame oneMove pin
m4wsn,r2q4/1bp1kp1R/p2p1n2/1pb1pQ2/4P3/1BPP4/PP1N1PP1/R3K3 b Q - 0 23,f6h7 f5f7,1019,mate mateIn1 middlegame oneMove swallowstailMate
iVN5x,1r6/3k1pb1/3pb2p/2p5/1rPpP3/1p1K1P2/P1BB2PP/1R2R3 w - - 0 32,b1b3 e6c4,1020,master mate mateIn1 middlegame oneMove
97f6G,4kb1r/pp1n1ppp/3pq1n1/3N2B1/3PP1b1/5N2/PP2BPPP/2rQ1RK1 b k - 1 13,c1d1 d5c7,1021,mate mateIn1 middlegame oneMove
w6oAI,rn1q2rk/p2p1p1Q/bpp3R1/5N1p/4P3/2N3P1/PP3PBP/2K4R b - - 0 21,h8h7 g6h6,1021,mate mateIn1 middlegame oneMove
g3OBm,8/6R1/8/8/5K1k/4r3/8/8 b - - 0 54,e3e1 g7h7,1022,endgame mate mateIn1 oneMove rookEndgame
LeohI,rnb2rk1/ppp3pp/5q2/3p4/2PPp3/2NPP1P1/PP5P/R2QKB1R w KQ - 1 13,c3d5 f6f2,1023,mate mateIn1 middlegame oneMove
2fGTZ,r2qkb1r/ppp3p1/2n5/4ppN1/2B2nQ1/3P4/PPP2PP1/RNB2RK1 w kq - 0 11,g4f5 f4e2,1024,mate mateIn1 oneMove opening
c8vPv,5k2/p2q1p2/5QpN/2N1p3/P1p5/2Pp3P/5PPK/1r6 b - - 2 40,d7e7 f6h8,1024,endgame mate mateIn1 oneMove
CF1Fk,3r1kr1/ppp2pb1/2n2q2/8/2N1Q1b1/5N2/P4PPP/3RR1K1 b - - 8 18,d8d1 e4e8,1025,mate mateIn1 middlegame oneMove
woKil,r2qkb1r/1p2pppp/2p2n2/1p2N3/3P2b1/1B2P3/PP3PPP/R1BQK2R b KQkq - 3 10,g4d1 b3f7,1025,attackingF2F7 mate mateIn1 middlegame oneMove
dLoNd,r1bR1knr/1pp1q3/p3Pp1p/6pQ/1Pp5/P7/1B3KPP/4R3 b - - 3 21,e7d8 h5f7,1026,mate mateIn1 middlegame oneMove
YfywR,6k1/2p3p1/p1p5/4rb2/N1PQ4/1q5P/3P4/2RKN3 w - - 0 33,e1c2 b3f3,1027,mate mateIn1 middlegame oneMove
C0B53,2r2rk1/p4ppp/4p3/4N3/1b1Pb1P1/2n2P2/PP1B3P/2KR3R w - - 0 20,b2c3 b4a3,1028,bodenMate mate mateIn1 middlegame oneMove
E3Jp5,r3r1k1/pp4p1/2p4p/3p4/8/PnN1qN2/1PR3QP/3K1R2 w - - 6 23,c2e2 e3c1,1029,master mate mateIn1 middlegame oneMove
619p4,8/pb4kp/1pq5/2p3p1/2Bp1p2/PP4nP/1BPQr1PK/R7 w - - 2 26,c4e2 c6g2,1030,mate mateIn1 middlegame oneMove
huxlr,8/1b1k1pp1/4p3/2P1P2p/1Q3P2/8/5rqP/6RK w - - 0 33,g1g2 f2f1,1030,endgame mate mateIn1 oneMove pin
RdvnB,4N2b/3b3k/p4B1P/Pp1qp3/1Pp5/5p2/2PK4/RQ5R w - - 0 39,d2c3 d5d4,1031,mate mateIn1 middlegame oneMove
4PaG6,7k/2R3P1/pp1p3p/3B2b1/PP2P3/2r3P1/5PK1/3q4 b - - 0 38,h8h7 g7g8q,1032,advancedPawn discoveredCheck doubleCheck endgame mate mateIn1 oneMove promotion
nP5xV,5b1r/pp4pp/8/2P1PkB1/B2K1N1P/8/PP4P1/n1r4n b - - 2 26,h7h6 a4d7,1032,mate mateIn1 middlegame oneMove
gqgiR,4rrBk/1b3p2/p7/1pb1P2R/5q2/PP3p2/5PPP/1Q3RK1 b - - 1 29,h8g7 b1h7,1033,mate mateIn1 middlegame oneMove
S3zG1,r2qkb1r/pppb1p1p/7p/1N2P3/2Q5/3P4/PP4PP/R4R1K b kq - 1 15,d7b5 c4f7,1034,attackingF2F7 mate mateIn1 middlegame oneMove
QjstX,1r4k1/2q2ppp/1n4n1/3p1N2/3Q4/7P/5PP1/1R4K1 b - - 9 31,c7c4 d4g7,1035,mate mateIn1 middlegame oneMove
AgvXe,r1b1k2r/ppp2pp1/2pq4/2b4p/2B1P1n1/2NP4/PPP1QPPP/R1B2RK1 w kq - 1 10,e2f3 d6h2,1036,kingsideAttack mate mateIn1 oneMove opening
lrsLx,r4rk1/pp3ppp/2np4/3N1Pb1/4qn2/1P3N1P/1PP3P1/R1BQ1RK1 w - - 0 15,f3g5 e4g2,1036,kingsideAttack mate mateIn1 middlegame oneMove
9g3qt,r5k1/p1pN1ppp/1p6/8/3P2nq/2N5/PP4Pb/R1BQR1K1 w - - 0 18,g1f1 h4f2,1037,mate mateIn1 middlegame oneMove
gOvd9,r2q1rk1/1b4p1/p3p1Q1/1pp1N3/4nP2/1P2P2P/PKPP4/3R2R1 b - - 0 23,f8f6 g6g7,1037,kingsideAttack mate mateIn1 middlegame oneMove
Tz8La,r1b2k1r/pp1pnp1p/5N2/4pp2/1Q1P4/2P5/PP5q/nNBK1B2 b - - 0 18,h2f2 c1h6,1038,mate mateIn1 oneMove opening
0j15E,6k1/5pp1/4p2p/p2pPn1P/b2P4/1p3Q2/2q1NPP1/KR3B2 w - - 0 29,f3c3 c2a2,1039,master mate mateIn1 middlegame oneMove
UFB4j,5r2/1R5p/pR1p3k/2pNp3/3n1p2/6PB/5P1P/2r3K1 w - - 2 30,g1g2 f4f3,1039,master mate mateIn1 middlegame oneMove
1Bb1D,4brk1/4b1p1/1Rp5/q1PpN2p/3Bp3/4P3/2Q2PPP/6K1 w - - 4 31,e5c6 a5e1,1040,mate mateIn1 middlegame oneMove
ZlCsf,r2q1b1r/1pp1k1pp/p1n2n2/3P4/5P2/3B4/PP2QPPP/RN2K2R b KQ - 2 12,e7f7 e2e6,1040,mate mateIn1 oneMove opening
CY1Qy,rnb2rk1/ppp3pp/5q2/3pN3/3Pp2P/4PP2/PP4P1/R2QKB1R w KQ - 1 12,f3e4 f6f2,1041,mate mateIn1 middlegame oneMove
cG90L,rnb2r1k/ppN3bP/2pp2Q1/6N1/2P1P3/3p4/PP3qP1/2KR1B1R w - - 0 17,f1d3 f2b2,1041,mate mateIn1 middlegame oneMove queensideAttack
c6eHj,2r3rk/5pR1/2b1pq1p/ppP5/8/2QBP2P/PP3P2/1K4R1 b - - 0 26,f6c3 g7h7,1042,master mate mateIn1 middlegame oneMove operaMate
uw46i,8/8/2p2k2/2Pb1p2/R7/P4q2/5P1K/6Q1 w - - 2 49,g1g3 f3h1,1042,endgame mate mateIn1 oneMove
RIQJk,r1bq3r/ppp3k1/7p/n1b1B1pQ/4P3/3P3P/PPP2PP1/RN2K2R b KQ - 0 13,g7h7 h5f7,1043,epauletteMate mate mateIn1 oneMove opening
wyZXh,r2kr3/ppp2p1p/5p2/3Nn3/1b6/5P2/PPbB2PP/R3KB1R w KQ - 2 13,d5b4 e5d3,1043,discoveredCheck doubleCheck mate mateIn1 middlegame oneMove pillsburysMate
NnZKm,r5k1/1pp2pbp/p1np2p1/6q1/2BPQn2/PP3N1P/1BP2PP1/1R4K1 w - - 4 18,b2c1 g5g2,1044,kingsideAttack mate mateIn1 middlegame oneMove
DyAAT,r1bqkb1r/1p1ppp1p/6p1/p2nP3/PnB5/1Q2BN2/1PPN1PPP/R3K2R b KQkq - 5 11,d5e3 c4f7,1045,attackingF2F7 master mate mateIn1 middlegame oneMove
gvNgS,r1b1kb1r/5pp1/p1n2q1p/1p1Qp3/2p1P3/2P2N2/PP3PPP/RNBR2K1 b kq - 1 13,c8b7 d5d7,1045,mate mateIn1 oneMove opening
9G4Us,2r1r1k1/pp3pp1/4bq1p/1Q6/8/1P1B4/P4PPP/2R2RK1 b - - 3 21,c8c1 b5e8,1046,hangingPiece mate mateIn1 middlegame oneMove
kBjS5,r1bq1b1r/ppppkBpp/2n5/4p3/4n3/1Q1P4/PPP2PPP/RNB1K1NR b KQ - 0 6,e4d6 c1g5,1046,mate mateIn1 oneMove opening
9hAkB,2kr1b1r/B1p2ppp/1p4n1/4P3/5Pb1/2qB4/P1P2QPP/R2R2K1 b - - 1 16,f8c5 d3a6,1047,mate mateIn1 middlegame oneMove
30pgf,1r1q1r1k/p1p3B1/1p1p1b2/4n2Q/2P1B1b1/1N1P4/PP4PP/R4RK1 b - - 0 19,h8g7 h5h7,1048,mate mateIn1 middlegame oneMove swallowstailMate
YzFVx,r7/5p2/p3n2p/1p1R3p/5Pk1/4P3/PP3PK1/8 b - - 4 40,h5h4 f2f3,1048,endgame mate mateIn1 oneMove
yvjqp,5rk1/2R1Qpp1/p3p1bp/q3P3/5P2/8/6PP/3R2K1 w - - 0 27,d1d8 a5e1,1048,endgame master mate mateIn1 oneMove
V50JT,r4r1k/pp3pR1/2p1pN1p/q3b2N/4n2P/3P4/2P2Q2/5K1R b - - 5 33,e4f2 g7h7,1049,arabianMate master masterVsMaster mate mateIn1 middlegame oneMove
11St0,1r3r2/ppR1p2p/5pp1/1nP2k2/8/1P5P/5PP1/2B1R1K1 b - - 12 26,b5c7 g2g4,1050,endgame master mate mateIn1 oneMove
OOzsj,6k1/7p/3p2pb/3P3n/2R1P3/rQRK2P1/4NB2/q7 w - - 5 34,b3a3 a1d1,1050,mate mateIn1 middlegame oneMove
gZpd8,rnb1k2r/ppp1qppp/8/8/1bP1P3/2NB1nP1/PP2NP1P/R1BQK2R w KQkq - 7 10,e1f1 c8h3,1050,mate mateIn1 oneMove opening
J1eSe,r1b2rk1/pp3ppp/2p5/6q1/2B1P3/P1N1n1K1/1P3PP1/1RBQ1R2 w - - 1 16,g3h2 g5g2,1051,mate mateIn1 oneMove opening
4k58k,5rk1/6pp/b3p3/pq1pN3/8/5P2/R2Q2PP/1n4KR w - - 5 28,d2a5 b5f1,1052,mate mateIn1 middlegame oneMove
PbwoU,r1b3rk/pp1n2bp/2p2n2/4Np1q/N1P5/1P6/PBB3PP/1R1QR1K1 b - - 2 20,h5d1 e5f7,1052,mate mateIn1 middlegame oneMove smotheredMate
ywj67,8/k1p1q3/1pQ5/p7/3P4/1K6/PPP5/8 w - - 0 58,d4d5 e7b4,1052,endgame mate mateIn1 oneMove queenEndgame
f3DOg,8/kp6/p3R3/5q1p/7K/1R6/PP6/8 w - - 0 45,e6b6 f5g4,1053,endgame mate mateIn1 oneMove queenRookEndgame
69jtB,3k4/7R/3K4/4p3/4Pp2/1r3P2/8/8 b - - 13 58,b3f3 h7h8,1054,endgame mate mateIn1 oneMove rookEndgame
hFewl,r1bq1r2/pp1p2p1/2n1N1k1/b3P3/3P1n2/2P3Q1/P4PPP/RN3RK1 b - - 0 15,g6h7 g3g7,1054,mate mateIn1 middlegame oneMove
TIDPW,7k/R3R3/7p/8/8/4P1KP/p3rPP1/7r b - - 4 41,a2a1q e7e8,1055,endgame mate mateIn1 oneMove queenRookEndgame
pas7E,4r2k/6p1/p2R1p1p/3Q4/2P4q/1P5P/P5P1/5K2 w - - 4 31,d6d8 h4e1,1055,endgame mate mateIn1 oneMove
MvsK2,r2q1rk1/1b3pbp/p3p1p1/2p1n3/2B2n2/1P2NNP1/PB3P1P/2RQ1RK1 w - - 0 18,f3e5 f4h3,1056,mate mateIn1 middlegame oneMove
vjgC3,r1b3R1/p3r2k/7p/1p1pPp1P/2nP4/5P2/PPB5/2K3R1 b - - 1 34,c8b7 c2f5,1056,mate mateIn1 middlegame morphysMate oneMove
PkPG5,3R1n2/2k5/2p2p2/P3p2p/1bb1P1pP/1r4P1/1B3P2/K2R4 b - - 12 38,f8e6 d1d7,1057,blindSwineMate mate mateIn1 middlegame oneMove
xS8ie,2b4r/rp3ppp/pN3n2/1k6/3P1B2/8/PP1KB1PP/n1R5 b - - 0 21,b5b6 f4c7,1057,mate mateIn1 middlegame oneMove
CmDnl,r3r1k1/pp1n3p/2p5/3q4/4nQ2/1P4P1/PBP3PP/R4R1K b - - 4 21,d5g5 f4f7,1058,mate mateIn1 middlegame oneMove
am2jz,r2qkbnr/ppp2Bpp/2np1p2/4N3/4PP2/2N5/PPPP2PP/R1BbK2R b KQkq - 1 7,e8e7 c3d5,1058,mate mateIn1 oneMove opening
1H9aw,rn2kbnr/ppp1pppp/8/3q4/6Q1/7P/PPPP1K1P/RNB2B1R b kq - 0 7,d5h1 g4c8,1059,mate mateIn1 oneMove opening
Ywsee,Rn2r1k1/3r1pp1/RqNp3p/1P1P4/8/3Q2PP/5PK1/8 b - - 1 33,b8a6 a8e8,1059,hangingPiece mate mateIn1 middlegame oneMove
tew2s,8/pk1Q4/1pp4p/6p1/bqPP2P1/1N5P/P7/1K6 b - - 1 34,b7a6 d7c8,1059,endgame mate mateIn1 oneMove
JUZOl,rnbq1k1Q/ppr3p1/4ppB1/2ppP1p1/8/2P1P3/PP3P1P/RN2K1R1 b Q - 7 16,f8e7 h8g7,1060,mate mateIn1 middlegame oneMove
lToME,6R1/p7/1p2Q2p/3p2pk/6r1/q7/P4P1P/5RK1 w - - 1 36,g1h1 a3f3,1060,endgame mate mateIn1 oneMove
