PuzzleId,FEN,Moves,Rating,Themes
8mrEi,2r2rk1/6pR/p3pp2/3p3B/1p1P4/2N5/PPP2q2/1K5R b - - 1 26,g8h7 h5f7 f2h2 h1h2,1364,discoveredAttack discoveredCheck endgame mate mateIn2 pillsburysMate short
BMfet,3q2k1/1br1rpp1/1Q5p/p2p1B2/P7/1PR1P3/5PPP/2R3K1 b - - 0 22,c7c3 b6d8 e7e8 d8e8,1365,fork hangingPiece mate mateIn2 middlegame short
R5OGg,2r5/pR3pk1/4p1p1/3pPr2/4qPQ1/2P2P1p/PP5P/6RK b - - 0 31,e4f4 g4g6 g7h8 g6g7,1366,endgame mate mateIn2 pin short
gjsMv,8/8/7p/pp4pk/3R4/5r1q/P3QP2/6K1 b - - 1 46,b5b4 e2e8 f3f7 e8f7,1367,endgame mate mateIn2 short
7e84v,r4r1k/2q1bpRp/b2pp3/7N/1p2PP2/1P4Q1/PP5P/1K1R4 b - - 2 22,c7c5 g7h7 h8h7 g3g7,1369,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
Maf8y,4r2k/1p4p1/p1p5/3pBb2/1P1Pr1q1/P5PP/3Q4/2R2BK1 b - - 0 32,g4f3 d2h6 h8g8 h6g7,1370,kingsideAttack mate mateIn2 middlegame pin short
bnASn,3r2q1/1Qpk4/p1pb1p2/4PN1p/4Pn2/7P/PPP2Pr1/R4R1K w - - 2 23,e5d6 g2h2 h1h2 g8g2,1371,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
tlZ7n,6k1/pp5p/4ppBP/6p1/8/5nPQ/PPPr1q2/R3R2K w - - 2 30,e1e6 f2h2 h3h2 d2h2,1372,arabianMate mate mateIn2 middlegame short
34jnN,1k4r1/1pp2q2/3p4/1P1R3p/6r1/5Qn1/5PPK/3R4 w - - 0 39,f3f7 g4h4 h2g1 h4h1,1374,endgame mate mateIn2 short
DSKUk,r4rk1/pbq5/1p5p/2ppB1p1/8/2P5/PPQ2PPP/RB4K1 b - - 0 20,a8e8 c2g6 c7g7 g6g7,1375,kingsideAttack mate mateIn2 middlegame short
Tiiwz,5r1k/1p4pp/p1pb4/P2p4/3P2rq/2N1P1P1/1P2QPK1/R4R2 w - - 0 23,f1h1 g4g3 f2g3 h4g3,1376,mate mateIn2 middlegame sacrifice short
jBIKD,6rk/pb3pQp/1p2RPp1/3q4/8/P1B4P/1P3PPK/8 b - - 3 31,g8g7 f6g7 h8g8 e6e8,1377,advancedPawn endgame mate mateIn2 short
7TB4s,3R4/1p2r2k/p4rp1/4p3/2P4Q/q1P5/P5P1/K7 b - - 1 32,h7g7 h4h8 g7f7 h8g8,1379,endgame mate mateIn2 short
O74bu,1k3r2/pb3rp1/8/3pR3/3P2Q1/1Nq1P3/P5PP/R5K1 w - - 3 23,g4g3 c3a1 b3a1 f7f1,1380,mate mateIn2 middlegame sacrifice short
e7ZOr,r4k1r/pp6/4Q1B1/3n2p1/3q4/P7/5PPP/4R1K1 b - - 3 23,d4g7 e6e8 a8e8 e1e8,1381,mate mateIn2 middlegame operaMate sacrifice short
sCPa2,4Qbk1/1p3p1p/6pB/2q5/p7/Pn1p1N1P/1Pr2PP1/3R2K1 w - - 6 27,d1d3 c5f2 g1h2 f2g2,1382,kingsideAttack mate mateIn2 middlegame short
1ClQ3,5k2/Q1P5/5n2/2Kp1B1p/3P4/2r2P2/P2b2PP/8 w - - 1 39,c5d6 d2f4 d6e6 c3c6,1384,endgame mate mateIn2 pillsburysMate short
KHgaA,rnb4q/pp6/2p5/k2R4/N5p1/1Q3P2/P1P3P1/4KBb1 b - - 3 29,b7b5 d5b5 c6b5 b3b5,1385,mate mateIn2 middlegame sacrifice short
b2aEe,1k1rr3/p2q2pp/QR6/3pP3/6Pb/2n4P/3N1P2/R5K1 b - - 0 28,a7b6 a6a8 b8c7 a1a7,1386,mate mateIn2 middlegame queensideAttack short
mtti3,8/3r2P1/6R1/2P1k3/1p6/1b2B3/2pK4/8 w - - 3 56,d2c1 d7d1 c1b2 d1b1,1387,endgame mate mateIn2 pillsburysMate short
wUqHh,3r2k1/1pr3pp/1qn1N3/p2pP1b1/P2P4/4PQ2/1P4PP/2R2RK1 b - - 0 21,c6e5 f3f8 d8f8 f1f8,1388,kingsideAttack mate mateIn2 middlegame sacrifice short
4tP0W,r1bq1k1Q/pp1p1pr1/2nNp1p1/4PnN1/2BP2p1/8/PP3P1P/R4RK1 b - - 3 19,g7g8 g5h7 f8e7 h8f6,1390,mate mateIn2 middlegame short
7U0kp,r1r1q1k1/p5p1/2p4p/B1bpNp2/2P1nP2/8/PPQ3PP/4RR1K w - - 1 25,c4d5 e4g3 h2g3 e8h5,1391,kingsideAttack mate mateIn2 middlegame sacrifice short
MqgQe,r4rk1/1R3p1p/p1nppBp1/8/4Pb1P/2PBqP2/P1P3Q1/5KR1 b - - 0 29,h7h5 g2g6 f7g6 g1g6,1392,kingsideAttack mate mateIn2 middlegame pillsburysMate sacrifice short
dCC8y,8/pp1Q3p/6rk/2p2R2/8/2P4P/PP4PK/4q3 w - - 7 36,f5f7 e1g3 h2g1 g3g2,1393,endgame mate mateIn2 short
uaS6D,2qr3k/1p1b1Bp1/p2p1Q1p/2p3P1/2P4b/2BP3P/PP6/5RK1 b - - 1 28,g7f6 c3f6 h8h7 g5g6,1394,fork mate mateIn2 middlegame short
0D3eZ,r1b2bk1/5p1p/3p1nP1/1q2n3/2p1P3/6Q1/PPP1N1PP/R4R1K b - - 0 21,f6h5 g6f7 g8h8 g3g8,1396,advancedPawn discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame short
Q4TYA,4r2k/4rNp1/8/3Q3p/2P5/1P4bP/1q4P1/5R1K b - - 3 31,h8h7 d5h5 h7g8 h5h8,1397,mate mateIn2 middlegame short
Wxnil,r4r2/pp1q1pk1/3pNnP1/1npP4/4P3/P7/1P1Qp3/R3K2R b KQ - 1 23,f7e6 d2h6 g7g8 h6h8,1398,mate mateIn2 middlegame short
kn9K8,4R1k1/3R1r2/5Pp1/3p3p/8/2PK4/5r2/8 b - - 1 44,f7f8 d7g7 g8h8 e8f8,1399,deflection endgame mate mateIn2 pin rookEndgame short
